Salt Type,Brand,PPM
Crystal,ANNAPUSHPA,16.9
Crystal,DINESH,0.0
Refined,KRISTAL,28.6
Crystal,TATA,28.6
Refined,I FLOW,20.1
Powder,SAKTHI,0.0
Powder,SUDHA,19.0
Crystal,SUDHA,28.6
Refined,SUDHA,26.5
Refined,MARVEL,50.8
Crystal,THIRU,0.0
Refined,AASHIRVAAD,65.6
Crystal,SEA SUN,32.8
Refined,I FLOW,23.3
Refined,SARAVANA,14.8
Refined,Roja,0.0
Crystal,SUN GOLD,0.0
Powder,MSR,0.0
Crystal,APPLE,0.0
Crystal,Thanga thai,0.0
Refined,SUSEE,29.6
Refined,KRISTAL,31.7
Refined,ACTIVE,23.3
Refined,FAMOUS,23.3
Crystal,KRISTAL,41.3
Refined,SUDHA,28.6
Refined,SUDHA GOLD,24.3
Crystal,SUDHA,32.8
Crystal,SKS,15.9
Refined,TATA,37.0
Refined,MAGILCHI,42.3
Powder,MAS,27.5
Crystal,KRISTAL,73.0
Refined,MSSM,38.1
Crystal,AMMAN,46.6
Crystal,MS,11.6
Refined,AASHIRVAAD,29.6
Refined,MSSM,0.0
Crystal,KRISTAL,45.5
Refined,SURYA,22.2
Crystal,TATA,19.0
Refined,ROYAL,40.2
Crystal,AASHIRVAAD,32.8
Crystal,SAKTHI,12.7
Crystal,ANIL,13.8
Refined,TATA,41.3
Refined,ROYAL,27.5
Refined,AASHIRVAAD,44.4
Refined,SUDHA,19.0
Crystal,XCEL,0.0
Refined,AASHIRVAAD,32.8
Refined,SAKTHI,6.3
Crystal,AASHIRVAAD,38.1
Crystal,VRS,24.3
Crystal,MAHILICHI,0.0
Powder,KASTHURI,16.9
Refined,AASHIRVAAD,15.9
Crystal,Thanga thai,0.0
Refined,TATA,18.0
Refined,AASHIRVAAD,15.9
Refined,AASHIRVAAD,41.3
Crystal,KASTHURI,0.0
Refined,AASHIRVAAD,39.1
Refined,MAHILICHI,0.0
Crystal,MURUGAN,25.4
Refined,I-FLO,21.2
Refined,SSV,12.7
Crystal,SSV,27.5
Refined,ANIL,28.6
Refined,AASHIRVAAD,49.7
Refined,I-FLO,65.6
Crystal,SRI MURUGAN BATCH,0.0
Refined,SARAVANA ,23.3
Refined,PALANI MURUGAN,0.0
Crystal,SEA SUN,23.3
Crystal,SATHYAM,45.5
Refined,AASHIRVAAD,41.3
Crystal,SOWMIYA,28.6
Refined,SOWMITA,22.2
Crystal,SOWMYA,52.9
Refined,TATA,33.9
Refined,ANNAPOORNA,28.6
Crystal,SOWMYA,36.0
Refined,SOWMYA,16.9
Crystal,SOWMYA,31.7
Crystal,RAINBOW,0.0
Refined,KRISTAL,37.0
Crystal,MARINE,10.6
Refined,KRISTAL,22.2
Crystal,SENTHIL ,8.5
Crystal,SATHYAM,31.7
Crystal,TATA,40.2
Refined,AASHIRVAAD,36.0
Crystal,SLS,16.9
Crystal,LAKSHMI,0.0
Refined,I FLOW,29.6
Crystal,MR BRITE,9.5
Refined,TATA,31.7
Refined,RAJA PURNA,12.7
Refined,TATA,41.3
Crystal,MR BRITE,4.2
Refined,ANNAPURNA,25.4
Refined,I-FLO,25.4
Crystal,TATA,18.0
Refined,ANNAPOORNNA,46.6
Crystal,ANNAPOORNNA,71.9
Crystal,POWER HORSE,19.0
Crystal,BSC,8.5
Refined,SUN PURE,41.3
Refined,TATA,36.0
Crystal,ANNAPOORNA,20.1
Crystal,TATA,21.2
Refined,ANNAPOORNA,36.0
Crystal,RAJA POORNA,11.6
Crystal,TRU ,16.9
Refined,TATA,42.3
Crystal,MARINA,22.2
Crystal,RAJAPURNA,26.5
Crystal,SURYA,13.8
Crystal,ANNAPURNA,31.7
Crystal,AR,24.3
Crystal,SAKTHI GOLD,7.4
Crystal,GKT,8.5
Refined,AASHIRVAAD,29.6
Refined,TATA,27.5
Crystal,ANNAPURNA,26.5
Refined,TATA,36.0
Refined,SUN PURE,29.6
Crystal,ADITHYA,18.0
Refined,TATA,38.1
Refined,ADITHYA,27.5
Refined,I GOLD,16.9
Refined,TATA,33.9
Crystal,SAMUTHRA,0.0
Crystal,TRU ,13.8
Crystal,SLS,7.4
Refined,TATA,32.8
Refined,ADITHYA,39.1
Crystal,ADITHYA,18.0
Crystal,ARASU,36.0
Crystal,O FRESH,29.6
Crystal,KAVERI,55.0
Refined,SURYA,31.7
Refined,I-SAKTHI,25.4
Crystal,KASTHURI,30.7
Crystal,TATA,14.8
Refined,SURYA,45.5
Refined,I-SAKTHI,45.5
Crystal,TATA,19.0
Crystal,TATA,16.9
Refined,TATA,37.0
Crystal,RAJA POORNA,19.0
Refined,TATA,34.9
Refined,TATA,36.0
Crystal,SVS GOLD,15.9
Crystal,CHAIRMAN ,18.0
Crystal,TATA,18.0
Crystal,GKT ,0.0
Crystal,ARASU,22.2
Crystal,AASHIRWAD,39.1
Crystal,TATA,29.6
Crystal,ISHWARYA,9.5
Refined,TATA,34.9
Refined,TATA,36.0
Refined,AASHIRVAAD,46.6
Crystal,MSP,23.3
Crystal,SHANMUGA,9.5
Refined,TATA,28.6
Refined,AYYANGAR,20.1
Crystal,SHANMUGA,14.8
Refined,SLS GOLD,28.6
Refined,SAKTHI,8.5
Crystal,O FRESH,19.0
Crystal,i-Flo,22.2
Crystal,SUSEE,7.4
Crystal,THIRUMURUGAN,0.0
Refined,I-SAKTHI,26.5
Crystal,KSP SUBAM,21.2
Refined,VKS TRU SALT,24.3
Crystal,ISWARYA,18.0
Refined,ISWARYA,21.2
Refined,SPRINKLE,38.1
Refined,SUDHA,33.9
Crystal,SUDHA,0.0
Refined,SPRINKLE,39.1
Refined,SUDHA,42.3
Crystal,SUDHA,0.0
Refined,TATA,30.7
Refined,ANIL,32.8
Crystal,SHANMUGA,8.5
Crystal,DAVID,19.0
Refined,PRIYAM,31.7
Refined,SARAVANA,24.3
Crystal,SAMUTHRA,5.3
Crystal,SRI YOGA,14.8
Crystal,MALAR,5.3
Refined,NEW PRIYAM ,10.6
Crystal,AATHIYA,25.4
Crystal,SRI YOGA,14.8
Crystal,SRI NAREN,0.0
Refined,ANANDAPURNA,15.9
Crystal,SRI NAREN,0.0
Refined,SUDHA GOLD,34.9
Crystal,SANTHI ,0.0
Refined,I SHAKTHI,23.3
Refined,ANIL,56.1
Crystal,SPRINKLE,44.4
Refined,SPRINKLE,38.1
Refined,MARINA,14.8
Crystal,VEL MURUGAN,0.0
Refined,SARAVANA,31.7
Crystal,SHANMUGA,15.9
Refined,SARAVANA,25.4
Refined,MARVEL,37.0
Crystal,SKS GOLD,14.8
Refined,SUDHA,42.3
Refined,I SAKTHI,24.3
Crystal,KSPS,20.1
Refined,SARAVANA,42.3
Crystal,SARAVANA,24.3
Refined,SARAVANA,39.1
Crystal,MSP,6.3
Refined,SUBAM,39.1
Crystal,KSPS,20.1
Refined,VKS,36.0
Crystal,MARVEL,0.0
Crystal,SENTHIL,12.7
Crystal,VETRIVEL MURUGAN,0.0
Crystal,DIAMOND,0.0
Refined,SARAVANA,23.3
Crystal,ANIL ,31.7
Refined,SUBAM,66.7
Refined,ANIL,22.2
Crystal,ARASU,0.0
Crystal,NARENE,0.0
Crystal,ARASU,0.0
Crystal,ARASU,0.0
Refined,ARASU,8.5
Refined,ARASU,0.0
Refined,KRISTAL,0.0
Crystal,SARAVANA,13.8
Crystal,MURUGAN,0.0
Refined,SRS,11.6
Crystal,VASAVI,0.0
Refined,AASHIRVAAD,39.1
Refined,SPRINKLE,22.2
Refined,KRISTLE,50.8
Refined,ARASU,18.0
Crystal,SANKAR,0.0
Crystal,ARASU,0.0
Crystal,DEVI POORNA,22.2
Refined,TATA,36.0
Refined,I GOLD,18.0
Crystal,SEVEN STAR,0.0
Refined,SUDHA,15.9
Crystal,TATA,22.2
Crystal,TATA,31.7
Crystal,SUDHA,9.5
Powder,SUDHA,25.4
Crystal,SUDHA,19.0
Refined,SPRINKLE,30.7
Crystal,SUDHA,13.8
Refined,SUN,0.0
Crystal,MANGAI,19.0
Refined,MANGAI,22.2
Crystal,Day Premium ,22.2
Crystal,SKS,33.9
Refined,I SAKTHI,25.4
Crystal,SRI VIJAYAM,19.0
Refined,ANIL,38.1
Refined,SPRINKLE,32.8
Refined,AASHIRVAAD,56.1
Refined,TATA,26.5
Crystal,TATA,30.7
Refined,TATA,38.1
Crystal,SUDHA,20.1
Refined,SPRINKLE,47.6
Refined,TATA,32.8
Crystal,SUDHA,25.4
Refined,SPRINKLE,51.8
Crystal,AMMA,23.3
Crystal,SUDHA,9.5
Refined,ARASU,33.9
Crystal,Susee ,20.1
Refined,ANIL,14.8
Refined,TATA,34.9
Refined,ANIL,28.6
Refined,SARAVANA ,28.6
Refined,ANIL,25.4
Crystal,SARAVANA ,41.3
Crystal,ANIL,22.2
Crystal,KRISTAL,40.2
Crystal,SARAVANA ,14.8
Crystal,SAKTHI,0.0
Refined,GANGA,18.0
Crystal,NEW ROOBINI,0.0
Crystal,MARVEL,0.0
Crystal,SENTHIL,0.0
Crystal,ANIL,23.3
Crystal,SENTHIL,0.0
Crystal,KSPS,15.9
Refined,AASHIRWAD,48.7
Crystal,SENTHIL,4.2
Refined,TRU,35.4
Refined,I FLO,36.0
Powder,TRIPLE,22.2
Crystal,MALAR,38.1
Crystal,SRI MURUGAN,5.3
Refined,SRI MURUGAN,8.5
Crystal,VKS O FRESH,28.6
Refined,I FLO,24.3
Crystal,JEYAM,18.0
Refined,SARAVANA,37.0
Refined,AASHIRVAAD,37.0
Crystal,MURUGAN,8.5
Refined,SATHIYAM,29.6
Crystal,MURUGAN,7.4
Refined,SSV,97.3
Crystal,NILA,0.0
Refined,SSV,0.0
Crystal,MURUGAN,93.1
Crystal,MURUGAN,31.7
Refined,SAMUTHRA,30.7
Refined,I FLO,30.7
Crystal,SARAVANA,30.7
Crystal,MURUGAN,20.1
Crystal,SRI MURUGAN,15.9
Refined,AASHIRWAD,34.9
Crystal,MURUGAN,28.6
Crystal,MURUGAN,24.3
Refined,SAMUTHRA,31.7
Refined,SARANYA,41.3
Refined,TATA,37.0
Crystal,SUN PURE,20.1
Crystal,SLS,0.0
Refined,TATA,38.1
Refined,I SAKTHI,32.8
Crystal,SPRINKLE,31.7
Refined,TATA,33.9
Crystal,SURYA,24.3
Refined,SAKTHI,31.7
Refined,TATA,33.9
Crystal,NR,6.3
Crystal,SURYA,26.5
Refined,TATA,42.3
Refined,TATA,40.2
Crystal,VKS O FRESH,18.0
Powder,SURYA,19.0
Refined,SURYA,37.0
Crystal,SURYA,44.4
Refined,AASIRVAD,52.9
Crystal,MERCY,0.0
Refined,KRISTAL,7.4
Refined,MAKIZHCHI,33.9
Crystal,MERCY,0.0
Refined,ANIL,18.0
Refined,HAPPY,33.9
Crystal,KASTHURI,0.0
Crystal,KASTHURI,0.0
Refined,ANIL,29.6
Refined,SPRINKLE,38.1
Refined,TATA,38.1
Refined,KASTHURI,0.0
Refined,TATA,28.6
Crystal,AMMAN,0.0
Crystal,MANI,0.0
Crystal,KASTHURI,18.0
Crystal,MERCY,0.0
Crystal,SP,0.0
Refined,MARVEL,16.9
Refined,SPRINKLE,27.5
Refined,HAPPY,30.7
Refined,DAY,33.9
Crystal,ANIL,42.3
Crystal,ROYAL STAR,0.0
Crystal,MERCY,0.0
Crystal,TIRU,40.2
Crystal,MERCY,0.0
Refined,MERCY,8.5
Refined,SUSEE,14.8
Refined,ANIL,57.1
Crystal,ESCEE,32.8
Crystal,MERCY,0.0
Crystal,GANESH,6.3
Refined,MARVEL,22.2
Refined,I-GOLD,20.1
Crystal,MERCY,0.0
Crystal,PPI,0.0
Crystal,X CELL,24.3
Crystal,KASTHURI ,38.1
Refined,SPRINKLE,30.7
Crystal,KASTHURI ,12.7
Refined,MY HAPPY,38.1
Refined,NEW ESCEE,39.1
Refined,HAPPY,21.2
Refined,AASHIRVAAD,54.0
Powder,MAZHICHI,0.0
Crystal,KASTHURI,11.6
Refined,RATHINAM SALT,39.1
Crystal,GAYATHRI,24.3
Refined,TATA,37.0
Refined,KRISTEE,65.6
Crystal,RATHINAM GOLD,19.0
Crystal,SUDHA,23.3
Crystal,MSR,89.9
Crystal,SLS GOLD,39.1
Refined,KAYATHRI,0.0
Crystal,TRU,44.4
Crystal,TATA,8.5
Refined,PRIYAM,29.6
Refined,PRIYAM,27.5
Crystal,PRIYAM,36.0
Crystal,SHANMUGA,24.3
Refined,TATA,25.4
Refined,KRISTEE,32.8
Crystal,MURUGAN,5.3
Crystal,KRISTAL,36.0
Refined,PRIYAM,26.5
Crystal,SARAVANA,23.3
Refined,KRISTAL,26.5
Crystal,KRISTEE,26.5
Crystal,PALANI MURUGA,21.2
Refined,SHANMUGAM,24.3
Refined,SARAVANA,24.3
Crystal,THIRU,11.6
Crystal,SARAVANA,24.3
Refined,KRISTAL,29.6
Refined,AASHIRVAAD,64.5
Refined,VVD PRIYAM,44.4
Crystal,VVD PRIYAM,20.1
Refined,SS,20.1
Crystal,TIRU,0.0
Refined,ANANDAM,23.3
Refined,PRIYAM,37.0
Refined,NEW PRIYAM ,29.6
Crystal,TATA,20.1
Refined,ESCEE KRISTAL,30.7
Crystal,SEA GOLD ,25.4
Refined,TATA,29.6
Refined,SAMUTHRA,21.2
Crystal,SEA SALT,30.7
Refined,AASHIRVAAD,39.1
Refined,PRIYAM,30.7
Refined,SUN ,15.9
Refined,DHANALAKSHMI,0.0
Crystal,APPLE,0.0
Refined,I FLOW,29.6
Refined,SUSEE,25.4
Crystal,SUSEE,9.5
Refined,SUSEE,58.2
Refined,SAMUTHRA,34.9
Crystal,SUSEE,12.7
Refined,SUSEE,41.3
Crystal,SUSEE,14.8
Crystal,SUSEE,18.0
Crystal,TATA,30.7
Refined,SUSEE,19.0
Refined,TATA,39.1
Refined,TATA,43.4
Powder,SAHAR,0.0
Crystal,PREM ORGANIC,0.0
Refined,SUBAM,38.1
Refined,ASIRVATHAM,49.7
Crystal,HERO,0.0
Refined,ANANDHA FURTUNE,9.5
Crystal,TATA,33.9
Refined,ANANDHA FURTUNE,22.2
Crystal,ANANDHA PURE,24.3
Refined,ANANDHA PURE,23.3
Refined,New VVD Piriyam,33.9
Crystal,SATHYA,0.0
Refined,ANANDAPURNA,18.0
Crystal,SLS GOLD,0.0
Refined,ANANDAPURNA,14.8
Crystal,ARS,0.0
Crystal,LAKSHMI,0.0
Crystal,ANANDA,0.0
Refined,TATA,32.8
Crystal,LAKSHMI,0.0
Crystal,SATHYA,0.0
Crystal,TATA,33.9
Crystal,TATA,30.7
Refined,TATA,41.3
Crystal,BABY KRISTAL,56.1
Refined,TATA,34.9
Crystal,SUN PLUS,0.0
Refined,KRISTAL,30.7
Crystal,KRISTAL,23.3
Crystal,ANNAPURANI,0.0
Crystal,UDHAYAM,26.5
Crystal,TRI SAKTHI,0.0
Refined,UDHAYAM,19.0
Refined,SATHYAM,22.2
Crystal,AASHIRVAAD,20.1
Crystal,FRESH,0.0
Crystal,Surya,0.0
Refined,AASHIRVAAD,31.7
Refined,TATA,37.0
Crystal,PRIYAM,44.4
Crystal,LOCAL,19.0
Refined,KRISTAL,30.7
Refined,KRISTAL,33.9
Powder,KKR ,28.6
Crystal,SUPER ORANGE,0.0
Refined,NEW ESCEE,21.2
Crystal,SUPER ORANGE,0.0
Crystal,THIRUMANI,31.7
Refined,SUN PURE,31.7
Refined,TATA,30.7
Refined,TATA,36.0
Refined,SUN PURE,28.6
Crystal,THIRUMANI,10.6
Refined,TATA,43.4
Refined,TATA,37.0
Refined,FAMOUS,12.7
Refined,ANNAPOORNA,36.0
Refined,MVS,0.0
Crystal,SRI RAM,0.0
Refined,MVS,0.0
Crystal,GURU PRIYA,50.8
Refined,NEW WINNERS,33.9
Crystal,KRISTAL,0.0
Refined,FAMOUS,32.8
Crystal,SRI RAM,0.0
Crystal,SRI RAM,0.0
Crystal,SRI RAM,0.0
Crystal,GARUDAN,16.9
Refined,AASHIRVAAD,52.9
Refined,SRI RAM,45.5
Crystal,THIRUMANI,30.7
Crystal,BABY,0.0
Crystal,SARAVANA,39.1
Refined,SPRINKLE,51.8
Refined,VKS,34.9
Refined,TATA,41.3
Refined,KRISTAL,36.0
Crystal,GARUDAN,32.8
Crystal,TATA,63.5
Refined,TATA,31.7
Crystal,SPRINKLE,29.6
Refined,SARAVANA,33.9
Refined,TATA,37.0
Refined,PRIYA,18.0
Powder,THIRUMANI,21.2
Refined,BASUVI,37.0
Crystal,THIRUMANI,20.1
Crystal,GURU PRIYA,9.5
Refined,PRIMIUM,0.0
Refined,GURU PRIYA,31.7
Crystal,SJ SALT,43.4
Refined,KASTHURI,0.0
Crystal,KRISTAL,42.3
Refined,ARUGAM,10.6
Refined,TATA,33.9
Refined,MAGILGI,29.6
Refined,KASTHURI,34.9
Crystal,TATA,29.6
Refined,KASTHURI,18.0
Refined,SRIRAM,33.9
Refined,WINNERS,28.6
Refined,WINNERS,28.6
Crystal,SRI SAKTHI,18.0
Refined,AASHIRVAAD,44.4
Refined,TATA,31.7
Crystal,KASTURI,7.4
Crystal,STAR,0.0
Crystal,SEVAN STAR,15.9
Crystal,TRU SALT,0.0
Crystal,MVS,0.0
Refined,SUSEE,23.3
Crystal,ORANGE,33.9
Refined,VVD PRIYAM,38.1
Refined,ESCEE,26.5
Crystal,VKS,33.9
Refined,SIVAGAMI,0.0
Crystal,ESCEE,41.3
Crystal,GHCL,56.1
Refined,SIVAGAMI,9.5
Crystal,ESCEE,49.7
Crystal,SIVAGAMI,11.6
Crystal,ESCEE,22.2
Crystal,SIVAGAMI,0.0
Refined,MY HAPPY,30.7
Refined,TRU SALT,29.6
Refined,GANGA,21.2
Crystal,PREMIUM,34.9
Crystal,SPRINKLE,66.7
Refined,TRU SALT,31.7
Crystal,KING,0.0
Crystal,SPRINKLE,27.5
Crystal,VKS,32.8
Crystal,MVS,0.0
Crystal,KASTHURI,27.5
Refined,SARAVANA,41.3
Refined,KRYSTAL ,28.6
Refined,SUSEE,0.0
Crystal,KRISTAL,0.0
Refined,KRISTAL,21.2
Crystal,Arasu Salt,0.0
Refined,CRYSTAL,31.7
Crystal,IDHAYAM,0.0
Refined,TATA,12.7
Powder,IDHAYAM,24.3
Crystal,SRI RAM,0.0
Crystal,GAYATHRI,7.4
Crystal,SRI RAM,0.0
Crystal,SRI RAM,0.0
Refined,WINNER,49.7
Refined,ITC,27.5
Refined,WINNER,48.7
Refined,WINNER,54.0
Refined,SRI RAM,41.3
Crystal,SRI RAM,0.0
Crystal,KASTHURI,14.8
Refined,SARAVANA,19.0
Refined,KRISTAL,28.6
Refined,SARAVANA,34.9
Refined,KRISTAL,16.9
Crystal,KRISTAL,29.6
Refined,AASHIVAAD,30.7
Refined,SPRINKLE,32.8
Crystal,SEA KING,31.7
Refined,TATA,28.6
Crystal,SRI RAM,27.5
Crystal,CHARMAN ,27.5
Refined,TATA,41.3
Crystal,CHARMAN ,28.6
Crystal,SJ SALT,12.7
Crystal,GOLDEN,0.0
Crystal,VKS,30.7
Crystal,Nila,0.0
Crystal,Nila,0.0
Crystal,SINDHU,21.2
Crystal,MUTHU,0.0
Crystal,BABY,0.0
Crystal,ARUN,58.2
Crystal,SARAVANA,29.6
Refined,ARUN,19.0
Refined,TATA,38.1
Refined,I SAKTHI,27.5
Crystal,SRI MURUGAN,0.0
Refined,I SAKTHI,41.3
Crystal,MPS ,0.0
Crystal,MARINA,7.4
Refined,TATA,30.7
Crystal,MARAGATHAM,0.0
Refined,SARAVANAN,29.6
Crystal,SAMUTHRA,0.0
Refined,TATA,34.9
Refined,I-SHAKTHI,27.5
Crystal,SURYA SUDHA,12.7
Refined,ASHIRVAAD,32.8
Refined,I-SHAKTHI,47.6
Refined,TATA,42.3
Crystal,MARINA,19.0
Refined,SURYA GOLD,31.7
Crystal,UDHAYAM,44.4
Crystal,TATA,45.5
Refined,I-SHAKTHI,33.9
Refined,FAMOUS,34.9
Refined,MARINA,21.2
Crystal,GANESH,21.2
Crystal,SHANTHI,14.8
Refined,TATA,31.7
Crystal,MARAGATHAM,0.0
Crystal,SPRINKLE,27.5
Refined,GANAGA,39.1
Crystal,SPRINKLE,24.3
Powder,MARINA,6.3
Crystal,MARINA,13.8
Crystal,SHUBHA,16.9
Crystal,SHANTHI,0.0
Refined,PIRIYAM ,41.3
Crystal,MST SAGAR,34.9
Refined,TATA,36.0
Refined,KRISTAL,39.1
Refined,I FLO,40.2
Crystal,VKS,23.3
Refined,VKS ADHITHYA,20.1
Refined,TATA,31.7
Crystal,SENTHIL,29.6
Refined,CHITRA,0.0
Refined,TATA,10.6
Crystal,ANNAPOORNA,30.7
Refined,ANNAPOORNA,31.7
Crystal,CITHRA,29.6
Refined,SARAVANA,0.0
Crystal,AMMA,23.3
Crystal,PRIYAM,16.9
Refined,TATA,32.8
Refined,SURYA,33.9
Crystal,Tata,14.8
Refined,Kayathri ,22.2
Refined,SRI MURUGA,8.5
Refined,TATA,31.7
Refined,RAJA,11.6
Crystal,RAJA,23.3
Refined,TRI SAKTHI,23.3
Refined,DIAMOND,30.7
Crystal,Orange,0.0
Crystal,VKS ADITYA,21.2
Crystal,SKSC,0.0
Crystal,RAJA,8.5
Crystal,DHARMA,0.0
Crystal,ROOBINI,4.2
Crystal,SENTHIL,0.0
Crystal,MURUGAN,6.3
Refined,AASHIRVAAD,37.0
Crystal,JEYAM,21.2
Refined,ISHUDH,0.0
Refined,PRIYA,32.8
Crystal,ROOBINI,7.4
Crystal,Vemura,28.6
Crystal,Senthil,0.0
Crystal,ROOBINI,0.0
Crystal,ROOBINI,0.0
Powder,MARINA,19.0
Powder,GANGA,7.4
Crystal,Senthil,0.0
Crystal,SENTHIL,0.0
Crystal,ANNAPOORNA,31.7
Refined,TRU,31.7
Crystal,ANIL,25.4
Crystal,KAYATHRI,0.0
Crystal,KRISTAL,31.7
Refined,GANGA,45.5
Refined,KRISTAL,32.8
Crystal,SATHYAM,57.1
Refined,GANGA,29.6
Refined,MST GOLD,27.5
Crystal,ROOBINI,0.0
Crystal,KMJS ,0.0
Crystal,SARAVANA,32.8
Refined,AASHIRVAAD,45.5
Crystal,SENTHIL,0.0
Refined,TRU,40.2
Refined,KAYATHRI,30.7
Refined,ANNAPOORNA,28.6
Crystal,GANGA,25.4
Refined,GANGA,30.7
Crystal,TRU,21.2
Refined,KRISTAL,33.9
Crystal,ROOBINI,0.0
Crystal,ROOBINI,0.0
Refined,KRISTAL,33.9
Crystal,PRIYAM,19.0
Crystal,PRIYAM,10.6
Crystal,ANNALAKSHMI,49.7
Crystal,PRIYAM,25.4
Crystal,TRU,0.0
Crystal,SWATHIK,22.2
Powder,MARINA,9.5
Refined,PRIYAM,23.3
Crystal,MURUGAN,7.4
Refined,MURUGAN,66.7
Crystal,ANNAPOORNA,52.9
Refined,SATHYAM,33.9
Refined,KRISTAL,24.3
Refined,SATHYAM,36.0
Powder,MURUGAN,20.1
Crystal,ANIL,19.0
Refined,MST GOLD,18.0
Crystal,KRI ,24.3
Refined,SATHYAM,22.2
Crystal,MST GOLD,24.3
Refined,MST GOLD,22.2
Crystal,MST GOLD,25.4
Crystal,ROOBINI,0.0
Refined,ANNAPOORNA,38.1
Crystal,PRIYAM,26.5
Crystal,KRISTAL,37.0
Refined,TRUE SALT,11.6
Refined,SPRINKLE,30.7
Crystal,LEAF,26.5
Crystal,SEA KING,32.8
Crystal,LEAF,22.2
Refined,HAPPY,20.1
Refined,GURU PRIYA,24.3
Refined,HEALTHY COOK,32.8
Crystal,AR ,7.4
Refined,SUN PURE,40.2
Refined,AASHIRVAAD,43.4
Crystal,SAKTHI GOLD,22.2
Refined,SUSEE,31.7
Refined,SPRINKLE,26.5
Refined,SAMUTHRA,27.5
Crystal,THIRUMANI,30.7
Refined,HEALTHY COOK,24.3
Crystal,SARAVANA,26.5
Refined,SARAVANA,37.0
Refined,TRU,27.5
Crystal,TRU,14.8
Crystal,KARTHICK,0.0
Refined,ANNAPURNA,27.5
Crystal,KASTHURI,15.9
Crystal,TIRU,19.0
Refined,MARVEL,22.2
Refined,TRU,23.3
Crystal,THIRUMANI,14.8
Refined,HEALTHY COOK,26.5
Refined,I GOLD,34.9
Refined,ACTIVE,22.2
Refined,SUBAM,46.6
Crystal,THANGATHAI,0.0
Refined,SUBIKSHA,16.9
Crystal,ARASU,23.3
Refined,ANIL,30.7
Refined,AASHIRVAAD,57.1
Crystal,SIVAKAMI,94.2
Refined,FAMOUS,24.3
Refined,ANANTHAPURNA,13.8
Crystal,SIVAKAMI,0.0
Refined,KRISTAL,24.3
Crystal,ARASU,0.0
Refined,FAMOUS,0.0
Crystal,SSB,10.6
Refined,FAMOUS,26.5
Refined,KRISTAL,44.4
Crystal,TATA ,37.0
Crystal,KTM,38.1
Crystal,TRU ,30.7
Refined,TATA ,36.0
Crystal,TATA ,23.3
Crystal,VVD GOLD,34.9
Refined,SARAVANA,27.5
Crystal,ASR,0.0
Crystal,MS SALT,0.0
Crystal,KS,0.0
Crystal,ANNAPOORANI,15.9
Refined,ANNAPOORANI,38.1
Crystal,DHARMA,0.0
Crystal,DHARMA,0.0
Crystal,RAJA,20.1
Crystal,TRU,27.5
Crystal,ANANDHAPURANI,15.9
Refined,I-FLOW,23.3
Refined,PURE-MS,0.0
Refined,KRISTAL,37.0
Refined,ANNAPURANI,10.6
Crystal,RAJA,25.4
Crystal,SKS ,36.0
Crystal,DHARMA,29.6
Crystal,TATA,28.6
Crystal,ANNAPOORANI,32.8
Crystal,Annapurna,31.7
Crystal,TRU ,44.4
Refined,TRU,30.7
Crystal,TATA,32.8
Crystal,RAJA,0.0
Powder,RAJA,22.2
Crystal,ASR,0.0
Refined,ANIL,23.3
Refined,TATA,31.7
Crystal,PIRIYAM,14.8
Refined,SURIYA,27.5
Refined,KRISTAL,38.1
Refined,TATA,24.3
Refined,ANANTHAM,29.6
Refined,ASR,0.0
Crystal,ASR,0.0
Refined,TATA,34.9
Refined,TATA,13.8
Crystal,ROYAL GOLD,21.2
Crystal,ASR,0.0
Crystal,KS,0.0
Crystal,ASR,0.0
Crystal,SST,0.0
Crystal,MSP,34.9
Powder,JL,27.5
Powder,JEEVAN,29.6
Refined,ANANDHAPOORANI,25.4
Refined,ANANDHAPOORANI,39.1
Refined,VVD PRIYAN,29.6
Refined,I SHAKTHI,21.2
Refined,ANANDHAM,29.6
Crystal,SARAVANA,19.0
Refined,AASHIRVAAD,38.1
Crystal,SOLAR,45.5
Crystal,SAMUTHRA,25.4
Refined,VEMURA,10.6
Crystal,TATA,62.4
Refined,O FRESH,21.2
Crystal,ACTIVE,0.0
Refined,SOLAR,0.0
Crystal,RAJA ,5.3
Crystal,RAJA,0.0
Crystal,Sathya,0.0
Refined,AASHIRVAAD,30.7
Crystal,RAJA,0.0
Refined,TATA,33.9
Crystal,SRI KRISTAL,44.4
Refined,TATA,36.0
Refined,TATA,38.1
Refined,TATA,36.0
Refined,TATA,36.0
Refined,ARUN,28.6
Crystal,ANANTHAM,21.2
Crystal,ANIL,7.4
Crystal,O FRESH,27.5
Refined,TRU,38.1
Refined,I GOLD,10.6
Crystal,VEMURAA,0.0
Refined,VKS,27.5
Powder,SHIVANI,20.1
Powder,VEMURAA,15.9
Refined,SARAVANA,31.7
Refined,AASIRWAD,42.3
Powder,JEEVAN,26.5
Powder,SHIVANI,27.5
Refined,I SHAKTHI,37.0
Crystal,SRAVANA,23.3
Crystal,TATA,25.4
Crystal,ANNAPOORNA,23.3
Crystal,ROYAL GOLD,30.7
Crystal,I-GOLD,16.9
Crystal,VEMURAA,32.8
Crystal,IYYANGARAN,0.0
Crystal,SARAVANA,39.1
Refined,TATA,28.6
Crystal,ANIL,38.1
Refined,I SHAKTHI,19.0
Refined,TATA,31.7
Refined,I SHAKTHI,24.3
Refined,O FRESH,20.1
