Salt Type,Brand,PPM
Crystal,Ams,24.334
Crystal,Kasthuri,24.334
Crystal,Kasthuri,24.334
Crystal,Sanmuga Salt,24.334
Refined,I sakthi,24.334
Crystal,Ayngaran,24.334
Powder,VKS REAL ,24.334
Crystal,I-FLO,24.334
Crystal,Unknown,24.334
Crystal,Aanandham,24.334
Crystal,Kristal,24.334
Powder,Unknown,24.334
Powder,Unknown,24.334
Powder,Ayngaran,24.334
Crystal,Priyam,24.334
Powder,Saravana,24.334
Powder,I-FLO,24.334
Crystal,SPRINKLE SALT,24.334
Crystal,SLS,24.334
Crystal,SUN PURE,24.334
Crystal,VKS Adithya,24.334
Powder,I sakthi,24.334
Powder,Saravana,24.334
Powder,Nice,24.334
Crystal,Kristal,24.334
Crystal,Kristal,24.334
Powder,Anandhapurani,24.334
Powder,Saravana,24.334
Crystal,Sea Sun,24.334
Powder,Tata,25.392
Refined,Priyam,25.392
Refined,Tata,25.392
Powder,SS Salt,25.392
Crystal,Amutha m gold,25.392
Crystal,Udhayam,25.392
Powder,Unknown,25.392
Crystal,VKS REAL ,25.392
Crystal,KSPS Subam,25.392
Crystal,Kristal,25.392
Crystal,Priyam,25.392
Powder,Kristal,25.392
Powder,Unknown,25.392
Crystal,Kristal,25.392
Crystal,Aashirvaad,25.392
Crystal,Surya ,25.392
Powder,Sls Gold,25.392
Crystal,Murugan,25.392
Crystal,Sea Rich,25.392
Crystal,Unknown,25.392
Crystal,VKS Adithya,25.392
Powder,Samudhra,25.392
Powder,Arasu,25.392
Crystal,Co-Op,25.392
Crystal,Kristal,25.392
Crystal,Priyam,25.392
Powder,SS Salt,25.392
Crystal,Sea Rich,25.392
Powder,I sakthi,25.392
Powder,Subam,25.392
Crystal,KS Salt,25.392
Powder,Tata,25.392
Refined,SPRINKLE SALT,25.392
Powder,Samudhra,25.392
Powder,Priyam,25.392
Crystal,KSPS Subam,25.392
Powder,Tata,25.392
Crystal,Marina,25.392
Powder,Tata,25.392
Crystal,Kristal,25.392
Refined,Aashirvaad,25.392
Powder,Tata,25.392
Powder,SPRINKLE SALT,25.392
Crystal,Murugan,25.392
Crystal,Sanmuga Salt,25.392
Powder,Marvel,25.392
Crystal,Msp,25.392
Crystal,Kristal,25.392
Powder,Saravana,25.392
Powder,Kristal,25.392
Powder,Sagar Sudh,25.392
Crystal,Sowmya Salt,25.392
Crystal,I-Rich,25.392
Powder,Aashirvaad,25.392
Powder,Kristal,25.392
Crystal,Unknown,25.392
Refined,Unknown,25.392
Powder,Kristal,25.392
Powder,Krishna ,25.392
Crystal,Sri Bala,25.392
Crystal,SS Salt,25.392
Crystal,Surya ,25.392
Powder,VKS Tru,25.392
Powder,Anandham,25.392
Powder,Saravana,25.392
Powder,VKS Tru,25.392
Powder,My Happy,25.392
Crystal,Sarguna,25.392
Crystal,Kristal,25.392
Powder,Unknown,25.392
Crystal,Kristal,25.392
Powder,SUN PURE,25.392
Powder,Samudhra,25.392
Crystal,I-FLO,25.392
Crystal,Murugan,25.392
Crystal,Kasthuri,25.392
Powder,Marvel,25.392
Powder,Tata,25.392
Crystal,Arasu,25.392
Crystal,MSP,25.392
Powder,SUN PURE,25.392
Powder,Annapurna,25.392
Powder,Saravana,25.392
Crystal,Saravana,26.45
Crystal,Kristal,26.45
Powder,VKS Adithya,26.45
Powder,Sowmya Salt,26.45
Powder,Ayngaran,26.45
Crystal,Ayngaran,26.45
Crystal,Anna,26.45
Crystal,I-FLO,26.45
Crystal,I-Rich,26.45
Powder,I sakthi,26.45
Powder,Tata,26.45
Refined,Tata,26.45
Powder,I sakthi,26.45
Refined,Priyam,26.45
Crystal,Tata,26.45
Crystal,SUN PURE,26.45
Refined,Unknown,26.45
Powder,Subam,26.45
Refined,Kristal,26.45
Powder,Tata,26.45
Crystal,Tata,26.45
Powder,Unknown,26.45
Powder,Tata,26.45
Powder,Arasu,26.45
Crystal,Saravana,26.45
Powder,Tata,26.45
Powder,Msp,26.45
Powder,Kristal,26.45
Crystal,VKS REAL ,26.45
Refined,Unknown,26.45
Crystal,Bala,26.45
Crystal,VKS O Fresh Salt,26.45
Crystal,Rajan,26.45
Powder,Diya,26.45
Powder,Sri Ram,26.45
Crystal,Susee,26.45
Powder,Saravana,26.45
Crystal,Sanmuga Salt,26.45
Crystal,VKS Tru,26.45
Crystal,VKS Tru,26.45
Crystal,Priyam,26.45
Crystal,Unknown,26.45
Powder,Unknown,26.45
Powder,Unknown,26.45
Powder,Thirumani,26.45
Crystal,Msp,26.45
Powder,Jeevan ,26.45
Powder,Kristal,26.45
Powder,SUN PURE,26.45
Crystal,Sapan,26.45
Powder,Aashirvaad,26.45
Crystal,Anna,26.45
Powder,Unknown,26.45
Crystal,Kayathri,26.45
Powder,Anna,26.45
Crystal,Kristal,26.45
Crystal,I-FLO,26.45
Crystal,White Dove,26.45
Crystal,Diamond,26.45
Refined,Kristal,26.45
Crystal,Kristal,26.45
Powder,I-FLO,26.45
Refined,Sanmuga Salt,26.45
Powder,Rathinam,26.45
Powder,Tata,26.45
Crystal,HI-Q Fresh,26.45
Powder,SUN PURE,26.45
Crystal,Surya ,26.45
Crystal,SriSakthi,26.45
Powder,Kristal,26.45
Crystal,Annapoorani,26.45
Powder,Sri Ram,26.45
Crystal,Sri Ram,26.45
Powder,Unknown,27.508
Powder,Sudha  Gold,27.508
Powder,kushi,27.508
Crystal,Kristal,27.508
Refined,Susee,27.508
Powder,Arasu,27.508
Crystal,Annalakshmi,27.508
Powder,SPRINKLE SALT,27.508
Powder,Kristal,27.508
Crystal,Sea Sun,27.508
Crystal,Aashirvaad,27.508
Powder,Tata,27.508
Crystal,Sakthi,27.508
Refined,Kristal,27.508
Crystal,VKS Tru,27.508
Crystal,Saravana,27.508
Crystal,Unknown,27.508
Crystal,Priyam,27.508
Refined,VKS Adithya,27.508
Powder,SUN PURE,27.508
Crystal,VKS Tru,27.508
Powder,Balaji Salt,27.508
Crystal,Nice,27.508
Refined,VKS Tru,27.508
Crystal,Murugan,27.508
Powder,Subam,27.508
Crystal,Logith,27.508
Refined,VKS Adithya,27.508
Crystal,SPRINKLE SALT,27.508
Crystal,I-FLO,27.508
Crystal,Diamond,27.508
Crystal,Diamond,27.508
Powder,Saravana,27.508
Crystal,VKS Tru,27.508
Powder,Saravana,27.508
Powder,Priyam,27.508
Crystal,VKS Tru,27.508
Powder,Annapurna,27.508
Powder,Jeevan ,27.508
Powder,Saravana,27.508
Powder,Saravana,27.508
Powder,Anna,27.508
Powder,Unknown,27.508
Crystal,Saravana,27.508
Crystal,Priyam,27.508
Powder,Priyam,27.508
Crystal,SPRINKLE SALT,27.508
Powder,Annapurna,27.508
Crystal,SRS ,27.508
Powder,I-FLO,27.508
Crystal,Saravana,27.508
Powder,VKS Tru,27.508
Crystal,Nanayam,27.508
Refined,VKS Tru,27.508
Powder,SUN PURE,27.508
Powder,Unknown,27.508
Crystal,VKS O Fresh Salt,27.508
Crystal,Msp,27.508
Powder,Tata,27.508
Powder,SPRINKLE SALT,27.508
Powder,Velavan Salt ,27.508
Powder,Samudhra,27.508
Powder,Thirumani,27.508
Powder,I sakthi,27.508
Powder,VKS Tru,27.508
Powder,Ganga,27.508
Crystal,Kayathri,27.508
Crystal,Sea Sun,27.508
Powder,MVS,27.508
Crystal,ST Gold,27.508
Powder,Mahilchi,27.508
Crystal,VKS Adithya,27.508
Crystal,Arasu,27.508
Crystal,Unknown,27.508
Crystal,I-FLO,27.508
Powder,Priyam,27.508
Powder,SUN PURE,27.508
Powder,SUN PURE,27.508
Crystal,Priyam,27.508
Crystal,Tata,28.566
Crystal,Diamond,28.566
Crystal,Tata,28.566
Crystal,Priyam,28.566
Powder,Priyam,28.566
Crystal,Priyam,28.566
Crystal,Tata,28.566
Crystal,Kristal,28.566
Powder,Tata,28.566
powder,Priyam,28.566
Powder,Tata,28.566
Crystal,VKS REAL ,28.566
Crystal,Kasthuri,28.566
Powder,Kristal,28.566
Powder,Tata,28.566
Powder,I-FLO,28.566
Powder,Annapurna,28.566
powder,Nice,28.566
Crystal,Aanandhapurna,28.566
Powder,SUN PURE,28.566
Powder,Thirumani,28.566
Powder,Mahilchi,28.566
Crystal,Saravana,28.566
Crystal,SUN PURE,28.566
Powder,Jeevan ,28.566
Powder,Priyam,28.566
Powder,Kristal,28.566
Powder,SUN PURE,28.566
Crystal,Shakthi,28.566
Crystal,Aanandhapurna,28.566
Crystal,I-FLO,28.566
Powder,SPRINKLE SALT,28.566
Crystal,SSV,28.566
Powder,Sudha  Gold,28.566
Refined,Sanmuga Salt,28.566
Powder,Susee,28.566
Powder,VKS REAL ,28.566
Crystal,SUN PURE,28.566
Crystal,VKS Tru,28.566
Powder,Velavan Salt ,28.566
Powder,SUN PURE,28.566
Powder,I-FLO,28.566
Powder,Kristal,28.566
Powder,Anandham,28.566
Powder,Kristal,28.566
Refined,SUN PURE,28.566
Crystal,Priyam,28.566
Crystal,Msp,28.566
Crystal,Priyam,28.566
Powder,Kristal,28.566
Powder,Ayngaran,28.566
Powder,VKS O Fresh Salt,28.566
Powder,SUN PURE,28.566
Powder,Saravana,28.566
Powder,I-FLO,28.566
Crystal,VKS Adithya,28.566
Powder,SUN PURE,28.566
Refined,Udhayam,28.566
Crystal,Aashirvaad,28.566
Crystal,Arun,28.566
Powder,Sudha  Gold,28.566
Crystal,SPRINKLE SALT,28.566
Crystal,Kayathri,28.566
Crystal,Mathan salt,28.566
Crystal,Kristal,28.566
Powder,MSP ,28.566
Refined,Unknown,28.566
Crystal,Tiru,28.566
Crystal,Surya ,28.566
Powder,Mahilchi,28.566
Crystal,Kristal,28.566
Crystal,SPRINKLE SALT,28.566
Powder,Priyam,28.566
Powder,Aashirvaad,28.566
Crystal,Arasu,28.566
Powder,Priyam,28.566
Crystal,Sea Sun,28.566
Powder,Kristal,28.566
Crystal,Sapan,28.566
Powder,Priyam,28.566
Powder,Mariappa,28.566
Powder,SPRINKLE SALT,28.566
Crystal,Sanmuga Salt,28.566
Crystal,I-FLO,28.566
Powder,Kayathri,28.566
Powder,Sudha  Gold,28.566
Refined,SPRINKLE SALT,28.566
Crystal,SPRINKLE SALT,28.566
Powder,Kristal,28.566
Refined,I sakthi,28.566
Powder,SUN PURE,28.566
Crystal,SUN PURE,28.566
Crystal,VKS REAL ,28.566
Crystal,Kristal,28.566
Crystal,Arasu,28.566
Crystal,Annapurna,28.566
Powder,Kristal,28.566
Powder,Priyam,28.566
Crystal,Priyam,28.566
Powder,Tata,28.566
Crystal,Surya Suddh,28.566
Crystal,Kristal,28.566
Powder,anil,28.566
Refined,Tata,28.566
Refined,Tata,28.566
Powder,Kristal,28.566
Powder,Unknown,28.566
Powder,SUN PURE,28.566
Powder,Annapurna,28.566
Powder,Kristal,28.566
Crystal,Unknown,28.566
Powder,Sagar Sudh,28.566
Powder,VKS Adithya,28.566
Crystal,Murugan,28.566
Crystal,VKS Adithya,28.566
Powder,SPRINKLE SALT,28.566
Powder,Marvel,28.566
Powder,Tata,28.566
Crystal,Fresh Premium Salt,29.624
Crystal,Arasu,29.624
Crystal,Sea Rich,29.624
Powder,Priyam,29.624
Crystal,Kristal,29.624
Crystal,Priyam,29.624
Crystal,VKS O Fresh Salt,29.624
Powder,Kristal,29.624
Crystal,Kristal,29.624
Crystal,SUN PURE,29.624
Crystal,SUN PURE,29.624
Crystal,I-FLO,29.624
Powder,I sakthi,29.624
Crystal,VKS Adithya,29.624
Powder,Kristal,29.624
Powder,VKS Adithya,29.624
Powder,Saravana,29.624
Crystal,Raja gold,29.624
Powder,Kristal,29.624
Crystal,Unknown,29.624
Refined,Jeevan ,29.624
Crystal,Mercy,29.624
Crystal,Muruga,29.624
Powder,Priyam,29.624
Powder,Kristal,29.624
Powder,Sea Sun,29.624
Refined,I-FLO,29.624
Crystal,Nanthini,29.624
Crystal,Annapurna,29.624
Crystal,Kristal,29.624
Crystal,Msp Gold,29.624
Crystal,SUN PURE,29.624
Crystal,VKS O Fresh Salt,29.624
Crystal,Priyam,29.624
Powder,Unknown,29.624
Powder,Annapurna,29.624
Powder,Sea Rich,29.624
Crystal,Tata,29.624
Crystal,UNKNOWN,29.624
Crystal,SUN PURE,29.624
Crystal,Aashirvaad,29.624
Crystal,Annapoorani,29.624
Crystal,Sowmya Salt,29.624
Powder,HI-Q Fresh,29.624
Powder,Velavan Salt ,29.624
Crystal,Apoorva,29.624
Powder,Unknown,29.624
Powder,Kristal,29.624
Crystal,Sanmuga Salt,29.624
Powder,I sakthi,29.624
Crystal,Saravana,29.624
Refined,Kristal,29.624
Powder,VKS REAL ,29.624
Powder,VKS Adithya,29.624
Powder,Tata,29.624
Powder,Mahilchi,29.624
Crystal,VKS Adithya,29.624
Powder,Kristal,29.624
Crystal,anil,29.624
Crystal,Kristal,29.624
Crystal,anil,29.624
Crystal,Tata,29.624
Powder,I sakthi,29.624
Crystal,Kristal,29.624
Powder,anil,29.624
Crystal,Sanmuga Salt,29.624
Crystal,Tata,29.624
Powder,Annapurna,29.624
Crystal,Kristal,29.624
Crystal,Aashirvaad,29.624
Crystal,Saravana,29.624
Refined,Kristal,29.624
Crystal,Diamond,29.624
Powder,Kristal,29.624
Powder,Arasu,29.624
Powder,Tata,29.624
Crystal,I-pure,29.624
Crystal,Kristal,30.682
Crystal,Msp Gold,30.682
Crystal,Arasu,30.682
Powder,Sagar Sudh,30.682
Crystal,KS Salt,30.682
Crystal,SLS,30.682
Crystal,SUN PURE,30.682
Powder,Saravana,30.682
Powder,VKS Tru,30.682
Crystal,SPRINKLE SALT,30.682
Crystal,SPRINKLE SALT,30.682
Refined,Ayngaran,30.682
Powder,Udhayam,30.682
Powder,Tata,30.682
Crystal,Annalakshmi,30.682
Crystal,I-FLO,30.682
Refined,Kristal,30.682
Powder,Kristal,30.682
Refined,I sakthi,30.682
Crystal,Tata,30.682
Crystal,Unknown,30.682
Powder,anil,30.682
Refined,Unknown,30.682
Crystal,SLS,30.682
Powder,Anna,30.682
Powder,Kristal,30.682
Powder,VKS REAL ,30.682
Crystal,Sri Murugan,30.682
Powder,I sakthi,30.682
Powder,Tata,30.682
Powder,Raja,30.682
Crystal,Priyam,30.682
Crystal,MSP,30.682
Crystal,KS SALT,30.682
Crystal,Priyam,30.682
Crystal,Saravana,30.682
Powder,David Salt,30.682
Crystal,SS Salt,30.682
Crystal,I sakthi,30.682
Powder,SUN PURE,30.682
Crystal,Murugan,30.682
Powder,Neithal,30.682
Crystal,Ayngaran,30.682
Crystal,ST,30.682
Powder,Aashirvaad,30.682
Powder,Kristal,30.682
Crystal,Kristal,30.682
Powder,anil,30.682
Crystal,Anandhapurani,30.682
Powder,Kristal,30.682
Crystal,Sowmya Salt,30.682
Powder,VKS Adithya,30.682
Crystal,Sea Sun,30.682
Refined,VKS Tru,30.682
Refined,Priyam,30.682
Powder,I sakthi,30.682
Crystal,Ckc,30.682
Crystal,SUN PURE,30.682
Powder,Priyam,30.682
Crystal,Tata,30.682
Powder,Unknown,30.682
Crystal,SPRINKLE SALT,30.682
Crystal,Priyam,30.682
Crystal,VKS Adithya,30.682
Powder,Aashirvaad,30.682
Powder,anil,30.682
Crystal,KSPS Subam,30.682
Crystal,Jsp Salt,30.682
Crystal,Priyam,30.682
Refined,VKS REAL ,30.682
Crystal,Kristal,30.682
Powder,VKS Tru,30.682
Powder,Kristal,30.682
Powder,Priyam,30.682
Crystal,Kristal,30.682
Powder,I sakthi,30.682
Crystal,Saravana,30.682
Powder,I-FLO,30.682
Refined,Kristal,30.682
Crystal,KSPS Subam,30.682
Powder,Tata,30.682
Powder,I-FLO,30.682
Refined,Tata,30.682
Refined,Aashirvaad,30.682
Powder,I-FLO,30.682
Powder,Tata,30.682
Powder,Priyam,30.682
Powder,Sakthi,30.682
Crystal,Saravana,30.682
Refined,Kristal,30.682
Crystal,SPRINKLE SALT,30.682
Powder,Arasu,30.682
Powder,Kristal,30.682
Powder,Annapurna,30.682
Crystal,Kristal,30.682
Refined,Tata,30.682
Powder,Tata,30.682
Powder,Priyam,30.682
Powder,Priyam,30.682
Crystal,Tata,30.682
Crystal,Tata,30.682
Powder,Tata,30.682
Powder,Tata,30.682
Powder,Tata,30.682
Crystal,Jeyel ,30.682
Crystal,Aashirvaad,30.682
Powder,Annapoorani,30.682
Crystal,Kristal,30.682
Powder,Tata,30.682
Crystal,Apple ,30.682
Crystal,Samudhra,30.682
Powder,Tata,30.682
Crystal,Sanmuga Salt,30.682
Powder,Kristal,30.682
Powder,Aashirvaad,30.682
Refined,Murugan,30.682
Powder,Annapurna,30.682
Refined,Priyam,30.682
Powder,Tata,30.682
Powder,Tata,30.682
Crystal,Aashirvaad,30.682
Crystal,Tata,30.682
Crystal,Tata,30.682
Crystal,anil,30.682
Powder,Annapurna,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Powder,Unknown,31.74
Powder,Tata,31.74
Powder,VKS REAL ,31.74
Crystal,Annalakshmi,31.74
Refined,Priyam,31.74
Crystal,VKS Adithya,31.74
Powder,SLS Gold,31.74
Powder,VKS Adithya,31.74
Crystal,S ,31.74
Crystal,SUN PURE,31.74
Crystal,SPRINKLE SALT,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Crystal,Priyam,31.74
Powder,Aashirvaad,31.74
Refined,anil,31.74
Refined,Aashirvaad,31.74
Refined,Tata,31.74
Powder,Tata,31.74
Refined,Tata,31.74
Crystal,Tata,31.74
Crystal,Kristal,31.74
Powder,Priyam,31.74
Powder,Aashirvaad,31.74
Powder,Aashirvaad,31.74
Crystal,Priyam,31.74
Powder,Sea Rich,31.74
Crystal,Priyam,31.74
Powder,Arasu,31.74
Crystal,Orange,31.74
Powder,Saravana,31.74
Crystal,VKS O Fresh Salt,31.74
Powder,VKS Adithya,31.74
Powder,Aashirvaad,31.74
Powder,Tata,31.74
Powder,Aashirvaad,31.74
Powder,anil,31.74
Powder,I GLOW SALT,31.74
Powder,Tata,31.74
Powder,Kristal,31.74
Refined,Kristal,31.74
Powder,Tata,31.74
Crystal,Sakthi,31.74
Crystal,Kristal,31.74
Crystal,anil,31.74
Crystal,anil,31.74
Crystal,Kristal,31.74
Powder,SUN PURE,31.74
Crystal,Priyam,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Crystal,Tata,31.74
Powder,Annapurna,31.74
Crystal,SUN PURE,31.74
Powder,Aashirvaad,31.74
Powder,I sakthi,31.74
Powder,Kristal,31.74
Powder,Famous,31.74
Powder,Saravana,31.74
Crystal,anil,31.74
Powder,Tata,31.74
Powder,Udhayam,31.74
Crystal,Tata,31.74
Refined,Tata,31.74
Crystal,Tata,31.74
Refined,Tata,31.74
Powder,Tata,31.74
Refined,Priyam,31.74
Refined,Tata,31.74
Crystal,Tata,31.74
Powder,SPRINKLE SALT,31.74
Powder,Tata,31.74
Crystal,Tata,31.74
Crystal,Tata,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Crystal,Tata,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Crystal,Aashirvaad,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Powder,anil,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Crystal,Aashirvaad,31.74
Powder,Aashirvaad,31.74
Powder,Aashirvaad,31.74
Crystal,Aashirvaad,31.74
Crystal,Tata,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Refined,Tata,31.74
Refined,Tata,31.74
Refined,Tata,31.74
Refined,Tata,31.74
Refined,Tata,31.74
Crystal,Tata,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Crystal,Tata,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Crystal,Tata,31.74
Crystal,Tata,31.74
Powder,Tata,31.74
Powder,Tata,31.74
Powder,I sakthi,31.74
Powder,Tata,31.74
Powder,anil,31.74
Powder,Tata,31.74
Refined,Aashirvaad,31.74
Crystal,Aashirvaad,31.74
Powder,Tata,31.74
Powder,Annapoorani,31.74
Refined,Tata,31.74
Crystal,Tata,31.74
Powder,Tata,32.798
Crystal,Tata,32.798
Powder,I sakthi,32.798
Crystal,Kristal,32.798
Powder,Tata,32.798
Powder,Tata,32.798
Crystal,Tata,32.798
Powder,Aashirvaad,32.798
Refined,Aashirvaad,32.798
Powder,Aashirvaad,32.798
Powder,Tata,32.798
Crystal,Tata,32.798
Powder,Tata,32.798
Powder,Tata,32.798
Powder,Tata,32.798
Powder,Saravana,32.798
Powder,Tata,32.798
Powder,Aashirvaad,32.798
Crystal,Tata,32.798
Powder,VKS Adithya,32.798
Crystal,VKS REAL ,32.798
Powder,Tata,32.798
Powder,SUN PURE,32.798
Powder,Tata,32.798
Crystal,Tata,32.798
Powder,Tata,32.798
Crystal,Aashirvaad,32.798
Powder,Tata,32.798
Powder,Aashirvaad,32.798
Powder,Tata,32.798
Powder,Tata,32.798
Crystal,Tata,32.798
Powder,Tata,32.798
Powder,Tata,32.798
Powder,anil,32.798
Powder,Tata,32.798
Powder,Tata,32.798
Powder,Tata,32.798
Crystal,Priyam,32.798
Powder,Tata,32.798
Powder,VKS Tru,32.798
Powder,Tata,32.798
Refined,Aashirvaad,32.798
Powder,Hero,32.798
Powder,Tata,32.798
Powder,Tata,32.798
Powder,Tata,32.798
Powder,anil,32.798
Crystal,Tata,32.798
Powder,Tata,32.798
Crystal,anil,32.798
Powder,SPRINKLE SALT,32.798
Crystal,VKS Adithya,32.798
Refined,Tata,32.798
Refined,I sakthi,32.798
Powder,Tata,32.798
Crystal,Tata,32.798
Crystal,Priyam,32.798
Crystal,Sakthi,32.798
Powder,Tata,32.798
Powder,Sri Ram,32.798
Crystal,Annapurna,32.798
Crystal,I-FLO,32.798
Crystal,Priyam,32.798
Powder,VKS Adithya,32.798
Powder,Annapoorani,32.798
Crystal,SPRINKLE SALT,32.798
Crystal,Sakthi Gold,32.798
Powder,Tata,32.798
Crystal,Tata,32.798
Powder,Udhayam,32.798
Refined,Tata,32.798
Powder,Tata,32.798
Powder,Tata,32.798
Powder,VKS O Fresh Salt,32.798
Powder,Tata,32.798
Powder,Kristal,32.798
Crystal,Kristal,32.798
Powder,Aashirvaad,32.798
Powder,Tata,32.798
Crystal,Unknown,32.798
Crystal,Tata,32.798
Powder,Tata,32.798
Powder,Tata,32.798
Powder,anil,32.798
Crystal,Tata,32.798
Crystal,Priyam,32.798
Powder,Tata,32.798
Crystal,Tata,32.798
Powder,Tata,32.798
Powder,Tata,32.798
Powder,Tata,33.856
Powder,Tata,33.856
Crystal,M.S.P,33.856
Powder,Tata,33.856
Crystal,Surya Suddh,33.856
Crystal,Kasthuri,33.856
Powder,Tata,33.856
Refined,Tata,33.856
Powder,Tata,33.856
Powder,Tata,33.856
Powder,Tata,33.856
Crystal,SUN PURE,33.856
Crystal,Tata,33.856
Powder,Tata,33.856
Powder,Tata,33.856
Powder,anil,33.856
Powder,Aashirvaad,33.856
Powder,Velavan Salt ,33.856
Powder,Tata,33.856
Crystal,Tata,33.856
Powder,Tata,33.856
Powder,Tata,33.856
Powder,Sea Rich,33.856
Crystal,Tata,33.856
Powder,Tata,33.856
Powder,I sakthi,33.856
Powder,Unknown,33.856
Crystal,Annapurna,33.856
Crystal,Tata,33.856
Refined,Aashirvaad,33.856
Powder,Unknown,33.856
Powder,Tata,33.856
Powder,Tata,33.856
Powder,Tata,33.856
Powder,SPRINKLE SALT,33.856
Powder,I sakthi,33.856
Powder,Aashirvaad,33.856
Powder,Tata,33.856
Powder,Saravana,33.856
Powder,Udhayam,33.856
Crystal,VKS Adithya,33.856
Crystal,Aashirvaad,33.856
Powder,Aashirvaad,33.856
Powder,Tata,33.856
Crystal,anil,33.856
Crystal,Kristal,33.856
Refined,Priyam,33.856
Powder,Tata,33.856
Powder,Saravana,33.856
Crystal,Priyam,33.856
Powder,Aashirvaad,33.856
Crystal,Idhayam,33.856
Powder,Aashirvaad,33.856
Powder,Tata,33.856
Powder,Tata,33.856
Crystal,VKS REAL ,33.856
Powder,Tata,34.914
Crystal,VKS Tru,34.914
Crystal,Kayathri,34.914
Refined,VKS REAL ,34.914
Crystal,Saravana,34.914
Powder,Tata,34.914
Crystal,Tata,34.914
Powder,Aashirvaad,34.914
Powder,Tata,34.914
Crystal,Tata,34.914
Powder,Tata,34.914
Crystal,Kristal,34.914
Crystal,Sagar Sudh,34.914
Powder,Tata,34.914
Crystal,Unknown,34.914
Powder,Subam,34.914
Refined,Aashirvaad,34.914
Refined,I sakthi,34.914
Crystal,VKS REAL ,34.914
Crystal,Aashirvaad,34.914
Powder,Tata,34.914
Powder,Tata,34.914
Powder,Priyam,34.914
Crystal,Tata,34.914
Powder,Annapurna,34.914
Crystal,Tata,34.914
Crystal,Tata,34.914
Powder,Tata,34.914
Powder,Unknown,34.914
Crystal,Aashirvaad,34.914
Crystal,Murugan,34.914
Powder,Raja,34.914
Crystal,Tata,34.914
Powder,Tata,34.914
Powder,Tata,34.914
Refined,Tata,34.914
Powder,Tata,34.914
Powder,Tata,34.914
Powder,VKS O Fresh Salt,34.914
Crystal,Aashirvaad,34.914
Crystal,Tata,34.914
Powder,Aashirvaad,34.914
Powder,VKS REAL ,34.914
Powder,Arasu,34.914
Powder,SPRINKLE SALT,34.914
Crystal,Priyam,34.914
Crystal,Tata,34.914
Powder,Priyam,34.914
Powder,Tata,34.914
Powder,Aashirvaad,34.914
Crystal,Tata,34.914
Crystal,Tata,34.914
Powder,Tata,34.914
Crystal,Tata,34.914
Powder,Aashirvaad,34.914
Refined,Tata,34.914
Crystal,Kristal,35.972
Crystal,VKS Tru,35.972
Crystal,SS Salt,35.972
Crystal,Priyam,35.972
Powder,Tata,35.972
Powder,Tata,35.972
Crystal,SPRINKLE SALT,35.972
Powder,Kristal,35.972
Crystal,Tata,35.972
Crystal,Tata,35.972
Crystal,Sls Gold,35.972
Powder,ANNABAKYA,35.972
Powder,Aashirvaad,35.972
Crystal,Unknown,35.972
Powder,Aashirvaad,35.972
Refined,Tata,35.972
Powder,Aashirvaad,35.972
Crystal,VKS Adithya,35.972
Powder,Tata,35.972
Powder,VKS Tru,37.03
Refined,I GLOW SALT,37.03
Crystal,anil,37.03
Powder,Priyam,37.03
Refined,Tata,37.03
Powder,Tata,37.03
Powder,Annapurna,37.03
Crystal,Murugan,37.03
Powder,I-SALT,37.03
Crystal,Unknown,37.03
Crystal,Priyam,37.03
Powder,Anna,37.03
Powder,Udhayam,37.03
Crystal,Kasthuri,37.03
Powder,Tata,37.03
Refined,Tata,37.03
Powder,Aashirvaad,38.088
Powder,Aashirvaad,38.088
Crystal,I-FLO,38.088
Crystal,Sagar Sudh,38.088
Powder,Tata,38.088
Powder,Kristal,38.088
Crystal,SPRINKLE SALT,38.088
Refined,Priyam,38.088
Powder,SUN PURE,38.088
Powder,Saravana,38.088
Powder,Tata,38.088
Refined,Aashirvaad,38.088
Powder,Tata,38.088
Crystal,Tata,38.088
Crystal,Tata,38.088
Refined,Tata,39.146
Powder,Kristal,39.146
Powder,Kristal,39.146
Crystal,Tata,39.146
Crystal,ACE,39.146
Powder,Aashirvaad,39.146
Powder,Tata,39.146
Powder,Tata,40.204
Powder,Tata,41.262
Crystal,Aashirvaad,41.262
Crystal,MS,41.262
Powder,Tata,42.32
Powder,Tata,42.32
Powder,Unknown,42.32
Crystal,Tata,42.32
Powder,anil,42.32
Refined,I sakthi,43.378
Crystal,Priyam,44.436
Powder,Tata,44.436
Refined,Aashirvaad,44.436
Powder,Saravana,45.494
Crystal,Tata,45.494
Powder,Tata,46.552
Crystal,Priyam,46.552
Crystal,Diamond,47.61
Powder,Tata,47.61
Crystal,Unknown,48.668
Powder,Tata,49.726
Crystal,Tata,58.19
